Series,Episode,Baker,Signature Bake,Show Stopper,Baker Name,technical,result,Baker Age,Baker Occupation,Hometown
1,1,Annetha,Light Jamaican Black Cakewith Strawberries and Cream,"Red, White & Blue Chocolate Cake with Cigarellos, Fresh Fruit, and Cream",Annetha Mills,2,IN,30,Midwife,Essex
1,1,David,Chocolate Orange Cake,"Black Forest Floor Gateauxwith Moulded Chocolate Leaves, Fallen Fruitand Chocolate Mushrooms Moulded from eggs",David Chambers,3,IN,31,Entrepreneur,Milton Keynes
1,1,Edd,Caramel Cinnamon and Banana Cake,N/A,Edd Kimber,1,IN,24,Debt collector for Yorkshire Bank,Bradford
1,1,Jasminder,Fresh Mango and Passion Fruit Hummingbird Cake,N/A,Jasminder Randhawa,NA,IN,45,Assistant Credit Control Manager,Birmingham
1,1,Jonathan,Carrot Cake with Lime and Cream Cheese Icing,Three Tiered White and Dark Chocolate with Almond and Cherry,Jonathan Shepherd,9,IN,25,Research Analyst,St Albans
1,1,Lea,Cranberry and Pistachio Cakewith Orange Flower Water Icing,Raspberries and Cream filled Chocolatewith Chocolate-dipped Fresh Fruit,Lea Harris,10,OUT,51,Retired,"Midlothian, Scotland"
1,1,Louise,Carrot and Orange Cake,"Never Fail Chocolate Sponge Cake,with Fresh Fruit, White & Chocolate Cigarello Border",Louise Brimelow,NA,IN,44,Police Officer,Manchester
1,1,Mark,Sticky Marmalade Tea Loaf,Heart-shaped Chocolate and Beetroot Cake with Store-Bought silver chocolate hearts and chocolate red and white roses.,Mark Whithers,NA,OUT,48,Bus Driver,South Wales
1,1,Miranda,"Triple Layered Brownie Meringue Cake
with Raspberry Cream",Three Tiered Chocolate Fudge Cake  with Handmade Chocolate Button Decorations,Miranda Browne,8,IN,37,Food buyer for Marks & Spencer,"Midhurst, West Sussex"
1,1,Ruth,Three Tiered Lemon Drizzle Cakewith Fresh Cream and freshly made Lemon Curd,Classic Chocolate Sponge wrapped in a Chocolate Collartopped with Handmade White and Dark Chocolate Truffles,Ruth Clemens,NA,IN,31,Retail manager/Housewife,"Poynton, Cheshire"
1,2,Annetha,Rose Petal Shortbread,Pink Swirl Macarons / Eclairs,Annetha Mills,7,OUT,30,Midwife,Essex
1,2,David,Cheddar Cheese and Fresh Rosemary Biscuits,Choux Pastry Swans  Chocolate Profiteroles,David Chambers,8,IN,31,Entrepreneur,Milton Keynes
1,2,Edd,Oatmeal Raisin Cookie,Pink Macarons,Edd Kimber,6,IN,24,Debt collector for Yorkshire Bank,Bradford
1,2,Jasminder,Millionaires' Shortbread,Meringues with Chocolate and Space DustCoffee flavoured Eclairs,Jasminder Randhawa,2,IN,45,Assistant Credit Control Manager,Birmingham
1,2,Jonathan,Honey and Candied Ginger Cookies,Meringues with Whiskey Cream,Jonathan Shepherd,1,IN,25,Research Analyst,St Albans
1,2,Louise,Stained Glass Window Shortbread,"Strawberry, Mint, and Cream Meringues  Chocolate Eclairs / Orange, Yellow and Pink Macarons",Louise Brimelow,4,OUT,44,Police Officer,Manchester
1,2,Miranda,Fresh Vanilla Biscuits with Royal Icing,Pistachio Macarons,Miranda Browne,3,IN,37,Food buyer for Marks & Spencer,"Midhurst, West Sussex"
1,2,Ruth,Peanut Shortbread withSalted Peanut Caramel,Almond Macaron with Violet ButtercreamRaspberries and Cream Eclairs,Ruth Clemens,5,IN,31,Retail manager/Housewife,"Poynton, Cheshire"
1,3,David,Chilli Bread,"Walnut and Seed Roll
Red Berry and Almond Bun",David Chambers,4,IN,31,Entrepreneur,Milton Keynes
1,3,Edd,Olive Bread,Tomato and Mozzarella,Edd Kimber,1,IN,24,Debt collector for Yorkshire Bank,Bradford
1,3,Jasminder,Focaccia,"Mango and Sultana Buns
Pan au Chocolat with Mars Bars
Tutti Frutti Wheel with Jelly Tots",Jasminder Randhawa,5,IN,45,Assistant Credit Control Manager,Birmingham
1,3,Jonathan,"Anchovy, Sweet Paprika and Oregano Bread","Sticky Lemon Honey Bun
Olive and Anchovy Roll
Sundried Tomatoes and Fresh Herbs Roll
Stilton, Walnut and Apple Roll
Cinnamon and Cardamom Chelsea Bun",Jonathan Shepherd,6,OUT,25,Research Analyst,St Albans
1,3,Miranda,Walnut and Apricot Bread,"Lemon Iced Buns
Chocolate and Orange Buns",Miranda Browne,3,IN,37,Food buyer for Marks & Spencer,"Midhurst, West Sussex"
1,3,Ruth,Maple and Pecan Bread,"Chocolate and Orange Panettone
Cranberry Bagels",Ruth Clemens,2,IN,31,Retail manager/Housewife,"Poynton, Cheshire"
1,4,David,Pear and Walnut Pudding,"Apple and Blackberry Crumble, Rhubarb and Orange Betty, Suet Pear",David Chambers,5,OUT,31,Entrepreneur,Milton Keynes
1,4,Edd,Apple and Plum Pudding,"Apple and Cinnamon Crumble, Nutella Banana Brioche Bread Pudding, Rhubarb and Strawberry Suet Layer",Edd Kimber,3,IN,24,Debt collector for Yorkshire Bank,Bradford
1,4,Jasminder,Sticky Toffee Pudding with Tropical Fruit & Toffee Sauce,"Bread & Butter Pudding, Treacle Suet Pudding with Fresh Fruit, Apple and Pineapple Crumble",Jasminder Randhawa,2,IN,45,Assistant Credit Control Manager,Birmingham
1,4,Miranda,Sticky Toffee Pudding,"Queen of Puddings, Chocolate Pear Roly Poly, Strawberry and Rhubarb Crumble",Miranda Browne,1,IN,37,Food buyer for Marks & Spencer,"Midhurst, West Sussex"
1,4,Ruth,Peach and Blueberry Boy Bait,"Apple & Ginger Crumble, Rhubarb Suet Crust, Cherry Queen of Puddings",Ruth Clemens,4,IN,31,Retail manager/Housewife,"Poynton, Cheshire"
1,5,Edd,"Chicken, Ham, Leek and Tarragon Pie","Almond Sweet Pastry with Ginger and Chocolate  Raspberry Tart / Yorkshire Curd Tart  Chickpea and Salami, Red and Yellow Pepper, Asparagus Gruyere Quiche Canapés",Edd Kimber,2,IN,24,Debt collector for Yorkshire Bank,Bradford
1,5,Jasminder,Chicken and Mushroom Pie,"Jaggery, Carrot, and Spiced Condensed Milk Tart  Fruit and Custard Tart  Thai Chili Red Onion, Duck in Plum Sauce, Salmon and Prawn Canapés",Jasminder Randhawa,4,OUT,45,Assistant Credit Control Manager,Birmingham
1,5,Miranda,"Summery Salmon, Cod and Prawn Fish Pie","Chocolate Pastry filled with Orange Cheesecake  Chocolate Pastry filled with Milk Chocolate Ganche  Strawberry Tart with Red Currant Glaze  Cheesy Crab, Broad Bean and Tomato, Pancetta Risotto Canapés",Miranda Browne,1,IN,37,Food buyer for Marks & Spencer,"Midhurst, West Sussex"
1,5,Ruth,Minced Beef Pie,"Raspberry and Dark Chocolate Tart  Creme Patisserie and Cherry Tart  Citrus Curd Tart with Creme Brulee top  Tomato, Asparagus Twirl Canapés",Ruth Clemens,3,IN,31,Retail manager/Housewife,"Poynton, Cheshire"
1,6,Edd,Cinnamon and Banana Cake,NA,Edd Kimber,NA,WINNER,24,Debt collector for Yorkshire Bank,Bradford
1,6,Miranda,Lemon Cupcake,Eliminated after signature,Miranda Browne,NA,Runner-up,37,Food buyer for Marks & Spencer,"Midhurst, West Sussex"
1,6,Ruth,"Mint, Ginger and Blackberry Cake",NA,Ruth Clemens,NA,Runner-up,31,Retail manager/Housewife,"Poynton, Cheshire"
2,1,Ben,Rhubarb and Custard CupcakesAfter Dinner Cupcakes,Vanilla Sponge with White Chocolate and Raspberry Buttercream,Ben Frazer,2,IN,31,Graphic Designer,Northampton
2,1,Holly,Cherry Bakewell Inspired CupcakesGinger Cupcakes with Fig Truffle,UNKNOWN,Holly Bell,1,STAR BAKER,31,Advertising executive,Leicester
2,1,Ian,Apple and Cinnamon Cupcakes,UNKNOWN,Ian Vallance,10,IN,40,Fundraiser for English Heritage,"Dunstable, Bedfordshire"
2,1,Janet,Raspberry and Cream Cupcakes,Chocolate Marble Cakewith Dark and White Chocolate Truffles,Janet Basu,8,IN,63,Teacher of Modern Languages,"Formby, Liverpool"
2,1,Jason,Lemon Meringue CupcakesApple and Cinnamon Cupcakes,UNKNOWN,Jason White,6,IN,19,Civil Engineering Student,Croydon
2,1,"""Jo""",Chocolate Orange CupcakesOrange and Cardamom Cupcakes,Chocolate and Strawberry Cake,NA,NA,NA,NA,NA,NA
2,1,Keith,Earl Grey Cupcakes,Chocolate and Sour Cream Cake,Keith Batsford,12,OUT,31,House husband,"Arlesey, Bedfordshire"
2,1,Mary-Anne,Banoffee Cupcakes,Chocolate and Raspberry Opera cake,Mary-Anne Boermans,4,IN,45,Housewife,"Kidderminster, Worcestershire"
2,1,Robert,Blackberry and Vanilla Cupcakeswith Liquorice Frosting,Genoise Layered Mousse Cakewith Chocolate Ganache,Robert Billington,3,IN,25,Photographer,London
2,1,Simon,Guinness and Chocolate Cupcakes,Two-Tiered Chocolate Courgette Cake,Simon Blackwell,9,IN,31,Rugby Coach,Norfolk
2,1,Urvashi,Cherry Blossom CupcakesJapanese Lime Cupcakes,UNKNOWN,Urvashi Roe,7,IN,40,Head of Marketing,"Enfield, London"
2,1,Yasmin,Cardamom and Pomegranate Cupcakes,UNKNOWN,Yasmin Limbert,5,IN,43,Childminder,"West Kirby, The Wirral"
2,2,Ben,"Chorizo, Pepper and Gruyere Quiche",Lemon Meringue Tarts,Ben Frazer,1,IN,31,Graphic Designer,Northampton
2,2,Holly,Pesto Quiche,Milk Chocolate and Pistachio TartsTrifle Tarts,Holly Bell,4,IN,31,Advertising executive,Leicester
2,2,Ian,"Stilton, Spinach and New Potato Quichewith Paprika and Walnut Pastry",UNKNOWN,Ian Vallance,2,IN,40,Fundraiser for English Heritage,"Dunstable, Bedfordshire"
2,2,Janet,Quiche Printanière,Red Fruit TartsChocolate and Cherry Tarts,Janet Basu,8,IN,63,Teacher of Modern Languages,"Formby, Liverpool"
2,2,Jason,Salmon and Pak Choi Quiche,Mint Chocolate Tarts Blueberry Bakewell Tarts,Jason White,3,STAR BAKER,19,Civil Engineering Student,Croydon
2,2,"""Jo""","Caramelised Onion, Gruyere and Thyme Quiche",Raspberry and Mascarpone Tarts with Lemon and Almond PastryHoney and Almond Tarts with Sweetcrust,NA,NA,NA,NA,NA,NA
2,2,Mary-Anne,"Roasted Cauliflower, Cheese andCaramelised Onion Quiche",Butterscotch Brulée Tarts in Pecan PastryApple Rose Tarts,Mary-Anne Boermans,9,IN,45,Housewife,"Kidderminster, Worcestershire"
2,2,Robert,Smoked Bacon and Kale Quiche,"Chocolate, Fennel and Ginger TartAlmond, Creme Patissiere and Poached Pear Tart",Robert Billington,5,IN,25,Photographer,London
2,2,Simon,Smoked Haddock and Watercress Quiche,"Passion Fruit and Ricotta TartsSalted Chocolate, Stem Ginger and Mascarpone Cream Tarts",Simon Blackwell,11,OUT,31,Rugby Coach,Norfolk
2,2,Urvashi,"Crab, Coriander and Coconut Quiche",Strawberry and Basil TartsElderflower and Honeycomb Tarts,Urvashi Roe,7,IN,40,Head of Marketing,"Enfield, London"
2,2,Yasmin,Smoked Haddock and Watercress Quiche,Chocolate and Orange with Cinnamon-Orange Pastry TartsBlueberry and Hazelnut with Hazelnut Pastry Tarts,Yasmin Limbert,6,IN,43,Childminder,"West Kirby, The Wirral"
2,3,Ben,"Walnut, Raisin and Rosemary Loaf",UNKNOWN,Ben Frazer,3,IN,31,Graphic Designer,Northampton
2,3,Holly,Picnic Loaf,Stilton and Walnut Rolls,Holly Bell,6,IN,31,Advertising executive,Leicester
2,3,Ian,"Courgette, Caerphilly Cheese and Thyme Loaf",Walnut and Raisin RollsCracked Wheat Logs,Ian Vallance,10,OUT,40,Fundraiser for English Heritage,"Dunstable, Bedfordshire"
2,3,Janet,Zupfe Loaf with Gruyère Cheese,Apple and Walnut Granary Rolls Red Onion Cottage Rolls,Janet Basu,8,IN,63,Teacher of Modern Languages,"Formby, Liverpool"
2,3,Jason,Cheese and Onion Tear and Share Loaf,UNKNOWN,Jason White,7,IN,19,Civil Engineering Student,Croydon
2,3,"""Jo""","Stromboli flavored with Mozzarella, Ham, and Picante Pepper",Unknown,NA,NA,NA,NA,NA,NA
2,3,Mary-Anne,Ploughman's Loaf,Herb and Walnut BreadsChocolate and Chilli Buns,Mary-Anne Boermans,5,IN,45,Housewife,"Kidderminster, Worcestershire"
2,3,Robert,Rye and Coriander Seed Loaf,Blueberry Brioche RollsLemon and Poppy Seed Rolls,Robert Billington,4,IN,25,Photographer,London
2,3,Urvashi,Salt and Peppercorn Loaf,Chilli and Halloumi RollsLemon and Coriander Mini Loaves,Urvashi Roe,9,OUT,40,Head of Marketing,"Enfield, London"
2,3,Yasmin,Egyptian Dukkah Loaf with Mixed Spices,"Pesto Bread
Sweet Coconut Rolls",Yasmin Limbert,2,STAR BAKER,43,Childminder,"West Kirby, The Wirral"
2,4,Ben,Stem Ginger Nuts,Chocolate and Almond MacaronsPine Nut MacaronsPistachio Macarons,Ben Frazer,5,OUT,31,Graphic Designer,Northampton
2,4,Holly,Strawberry and Custard Melts,"'Chocolate bars of my youth'
(Caramel Macarons, Mint Chocolate Macarons and Chocolate Orange Macarons)",Holly Bell,3,STAR BAKER,31,Advertising executive,Leicester
2,4,Janet,Christmas Marzipan Biscuits,"Raspberry Macarons
Blackcurrant Macarons
Almond Macarons",Janet Basu,4,IN,63,Teacher of Modern Languages,"Formby, Liverpool"
2,4,Jason,Lebkuchen,"Mocktail Macarons
(Mojito, Cranberry Cooler, and Pina Colada)",Jason White,1,STAR BAKER,19,Civil Engineering Student,Croydon
2,4,"""Jo""",Lavender Biscuits,Blueberry MacaronsCoconut MacaronsStrawberry Macarons,NA,NA,NA,NA,NA,NA
2,4,Mary-Anne,Melting Moments,Blackcurrant and Mint MacaronsGooseberry and Elderflower MacaronsHazelnut Macarons,Mary-Anne Boermans,2,IN,45,Housewife,"Kidderminster, Worcestershire"
2,4,Robert,Chocolate and Ginger Oat Biscuits,Strawberry and Lime MacaronsLemon MacaronsChocolate and Cardamom Macarons,Robert Billington,7,IN,25,Photographer,London
2,4,Yasmin,Chocolate Chip and Pistachio Biscotti,Chocolate and Lime MacaronsCoffee and Walnut MacaronsPineapple and Coconut Macarons,Yasmin Limbert,6,IN,43,Childminder,"West Kirby, The Wirral"
2,5,Holly,"Stilton, Potato and Caramelised Onion Pie",Lime Meringue Pie,Holly Bell,4,IN,31,Advertising executive,Leicester
2,5,Janet,Chicken and Chestnut Pie,Rhubarb Meringue Pie,Janet Basu,1,STAR BAKER,63,Teacher of Modern Languages,"Formby, Liverpool"
2,5,Jason,Brown Down Chicken Pie,Plum Meringue Pie,Jason White,7,OUT,19,Civil Engineering Student,Croydon
2,5,"""Jo""",Salmon and Asparagus Pie,Apple and Raspberry Meringue Pie,NA,NA,NA,NA,NA,NA
2,5,Mary-Anne,Chicken and Bacon Pie,Midnight Meringue,Mary-Anne Boermans,2,IN,45,Housewife,"Kidderminster, Worcestershire"
2,5,Robert,Chicken and Mushroom Pie,Rhubarb and Custard Meringue Pie,Robert Billington,3,OUT,25,Photographer,London
2,5,Yasmin,Family Fish Pie,Peach and Raspberry Meringue Pie,Yasmin Limbert,5,IN,43,Childminder,"West Kirby, The Wirral"
2,6,Holly,Father Christmas' Baked Cheesecake,Hansel and Gretel's Croquembouche,Holly Bell,3,IN,31,Advertising executive,Leicester
2,6,Janet,Rhubarb and Ginger Baked Cheesecake,Orange and Nougatine Croquembouche,Janet Basu,5,IN,63,Teacher of Modern Languages,"Formby, Liverpool"
2,6,"""Jo""",Rum and Raisin Baked Cheesecake,Limoncello and White Chocolate Croquembouche,NA,NA,NA,NA,NA,NA
2,6,Mary-Anne,Tutti Fruitti Curd Baked Cheesecake,Orange and Praline Croquembouche with Cardamom Caramel,Mary-Anne Boermans,4,IN,45,Housewife,"Kidderminster, Worcestershire"
2,6,Yasmin,Baked Amaretto Cheesecake,Rose Croquembouche,Yasmin Limbert,2,OUT,43,Childminder,"West Kirby, The Wirral"
2,7,Holly,"White Chocolate, Hazelnut and Raspberry Genoise Mousse Cake","Apricot, Macadamia and White Chocolate PinwheelsAlmond CroissantsApple, Raisin and Cinnamon Plaits",Holly Bell,1,IN,31,Advertising executive,Leicester
2,7,Janet,Chocolate Amaretto Mousse Cake,Pain Aux RaisinPlain CroissantPain Au Chocolat,Janet Basu,4,OUT,63,Teacher of Modern Languages,"Formby, Liverpool"
2,7,"""Jo""",Raspberry & Strawberry Mousse Cake,Pain Aux RaisinChocolate TwistsBanana and Raisin Pastries,NA,NA,NA,NA,NA,NA
2,7,Mary-Anne,Chocolate and Orange Mousse Cake,Raspberry Rose DanishesPraline SpiralsAlsatian Plaited Danishes,Mary-Anne Boermans,2,IN,45,Housewife,"Kidderminster, Worcestershire"
2,8,Holly,Banoffee Inspired Mille Feuille,Strawberry and Cream Meringue NestGooseberry and Elderflower 'Bakewell' TartsNeapolitan Ice-Cream Sandwich,Holly Bell,2,Runner-up,31,Advertising executive,Leicester
2,8,"""Jo""",Raspberry and Blueberry Mille Feuille,"Mini Victoria SandwichesRaspberry, White Chocolate and Pistachio Mini MeringuesMini Banoffee Pie with Banana Mousse",NA,NA,NA,NA,NA,NA
2,8,Mary-Anne,Lemon and Ginger Mille Feuille,Fruit Tarts with Elderflower CustardStrawberry and Rhubarb CheesecakesBlack Fruit Meringue with Everlasting Syllabub,Mary-Anne Boermans,3,Runner-up,45,Housewife,"Kidderminster, Worcestershire"
3,1,Brendan,"Plum, Sour Cherry & Walnut",UNKNOWN,Brendan Lynch,10,IN,63,Recruitment consultant,Sutton Coldfield
3,1,Cathryn,"Apple, Hazelnut and Calvados",Hidden Cupcake Cake,Cathryn Dresser,5,IN,27,Shop assistant,"Pease Pottage, West Sussex"
3,1,Danny,"Plum, Ginger & Orange",UNKNOWN,Danny Bryden,7,IN,45,Intensive care consultant,Sheffield
3,1,James,"Parsnip, Pear, and Pecan","""Simmer Dim"" Sunset Cake",James Morton,2,IN,21,Medical student,"Hillswick, Shetland Islands"
3,1,John,"Toffee Apple, Orange & Cranberry",Hidden Pink Hearts Cake,John Whaite,11,IN,22,Law student,Wigan
3,1,Manisha,"Vanilla, Peach and Raspberry",White Chocolate Cake with a Red Velvet and White Chocolate Mousse Heart,Manisha Parmar,6,IN,27,Nursery nurse,Leicester
3,1,Natasha,Pineapple & Passion Fruit,Mother's Day Layered Rose Cake,Natasha Stringer,12,OUT,36,Midwife,"Tamworth, Staffordshire"
3,1,Peter,"Pear, Muscat & Chocolate",Jubilee Cake,Peter Maloney,3,IN,43,Sales manager,"Windsor, Berkshire"
3,1,Ryan,Kumquat and Orange Polenta,Hidden Flowerbed Mousse Cake,Ryan Chong,8,IN,38,Photographer,Bristol
3,1,Sarah-Jane,"Pear, Chocolate and Hazelnut",Hidden Crown Cake,Sarah-Jane Willis,1,IN,28,Vicar's wife,"Bewbush, West Sussex"
3,1,Stuart,Tomato and Ginger,Lemon and Pistachio Union Flag Cake,Stuart Marston-Smith,9,IN,26,PE teacher,"Lichfield, Staffordshire"
3,1,Victoria,Pear and Pecan,Blackbird Pie Cake,Victoria Chester,4,STAR BAKER,50,CEO of the charity Plantlife,Somerset
3,2,Brendan,Middle Eastern Taboon BreadIndian Rotis,"Chocolate and Vanilla Bagels
Cumin and Gruyere Bagels",Brendan Lynch,4,IN,63,Recruitment consultant,Sutton Coldfield
3,2,Cathryn,"Spiced Mango NaanLime, Coriander and Chilli Tortillas","Cranberry and Orange Bagels
Chipotle, Chili, and Smoked Cheddar Bagels",Cathryn Dresser,8,IN,27,Shop assistant,"Pease Pottage, West Sussex"
3,2,Danny,Lime Coriander and Coconut TortillasZaatar Naan with Dukkah,UNKNOWN,Danny Bryden,3,IN,45,Intensive care consultant,Sheffield
3,2,James,"Tomato, Garlic, and Parmesan FlatbreadsTattie Scones","Orange, Mint and Chocolate Bagels
'Millers' Sourdough Bagels",James Morton,2,IN,21,Medical student,"Hillswick, Shetland Islands"
3,2,John,"Coriander and Chilli RotisGarlic, Pomegranate and Potato Pitas","Fig, Walnut and Gruyere Bagels
Blueberry and White Chocolate Bagels",John Whaite,1,STAR BAKER,22,Law student,Wigan
3,2,Manisha,Indian FlatbreadsItalian Flatbreads,UNKNOWN,Manisha Parmar,6,IN,27,Nursery nurse,Leicester
3,2,Peter,Fennel and Nigella Seed NaanBannock Bread,"Rosemary and Sea Salt Bagels
Apple and Cinnamon Bagels",Peter Maloney,11,OUT,43,Sales manager,"Windsor, Berkshire"
3,2,Ryan,Shanghai Spring Onion FlatbreadsGarlic and Coriander Naan,"Cinnamon and Date Bagels
Tarragon and Rosemary Bagels",Ryan Chong,5,IN,38,Photographer,Bristol
3,2,Sarah-Jane,Toasted Coconut and Lime RotisOatcakes,UNKNOWN,Sarah-Jane Willis,10,IN,28,Vicar's wife,"Bewbush, West Sussex"
3,2,Stuart,Bombay BreadChorizo and Spring Onion Naan,"Cinnamon and Cranberry Bagels
Tomato and Thyme Bagels",Stuart Marston-Smith,9,IN,26,PE teacher,"Lichfield, Staffordshire"
3,2,Victoria,Coriander and Lemon NaanGarlic and Parsnip Chapatis,"Saffron and Golden Raisin Bagels
Porcini Bagels",Victoria Chester,7,IN,50,CEO of the charity Plantlife,Somerset
3,3,Brendan,Apple and Ginger Tarte Tatin,"Blackberry, Nectarine and Dragon Fruit Tart",Brendan Lynch,9,IN,63,Recruitment consultant,Sutton Coldfield
3,3,Cathryn,"Plum, Cherry and Five Spice Tarte Tatin","Raspberry, Pistachio and Lemon Tart",Cathryn Dresser,3,IN,27,Shop assistant,"Pease Pottage, West Sussex"
3,3,Danny,Savoury Pear and Roquefort Tarte Tatin,"Pineapple, Coconut and Frangipane Tart",Danny Bryden,2,IN,45,Intensive care consultant,Sheffield
3,3,James,Apple and Lavender Tarte Tatin,"Rose, Lychee and Raspberry Fruit Tart",James Morton,1,STAR BAKER,21,Medical student,"Hillswick, Shetland Islands"
3,3,John,Apple and Vanilla Tarte Tatin with Walnut Praline,"Berries, Grapes, Pomegranate, and Dragon Fruit Tart",John Whaite,6,IN,22,Law student,Wigan
3,3,Manisha,"Cinnamon, Apple and Pear Tarte Tatin",Rum and Tropical Fruit Tart,Manisha Parmar,10,IN,27,Nursery nurse,Leicester
3,3,Ryan,Spiced Pear Tarte Tatin,UNKNOWN,Ryan Chong,5,IN,38,Photographer,Bristol
3,3,Sarah-Jane,Caramelised Banana Tarte Tatin,French Apple Tart with Blackberry and Cassis Jam,Sarah-Jane Willis,8,IN,28,Vicar's wife,"Bewbush, West Sussex"
3,3,Stuart,Pear and Almond Tarte Tatin,Raspberry Triple Chocolate Layered Tart,Stuart Marston-Smith,7,IN,26,PE teacher,"Lichfield, Staffordshire"
3,3,Victoria,"Fig, Walnut and Pink Peppercorn Tarte Tatin",Tropical Fruit Tart with Black Pepper Crust,Victoria Chester,4,OUT,50,CEO of the charity Plantlife,Somerset
3,4,Brendan,Clementine and Chestnut Torte,"Pear, Chocolate and Hazelnut Dacquoise",Brendan Lynch,1,STAR BAKER,63,Recruitment consultant,Sutton Coldfield
3,4,Cathryn,"White Chocolate, Macadamia and Coffee Torte","Gooseberry, Almond and Honey Meringue",Cathryn Dresser,3,IN,27,Shop assistant,"Pease Pottage, West Sussex"
3,4,Danny,"Blackberry, White Chocolate, Lemon and Elderflower Torte","'Monte Bianco' Chestnut, Chocolate and Coffee Dacquoise",Danny Bryden,2,IN,45,Intensive care consultant,Sheffield
3,4,James,"Hazelnut, Chocolate and Passionfruit Torte","Fig, Chestnut, Cherry and Chocolate Layered Meringue",James Morton,5,IN,21,Medical student,"Hillswick, Shetland Islands"
3,4,John,'Torte Noir' Black Forest Torte with Boozy Cream,Elderflower and Bramble Berry Pavlova,John Whaite,6,IN,22,Law student,Wigan
3,4,Manisha,"Almond, Chocolate and Cherry Torte",Tiramisu Layered Meringue Dessert,Manisha Parmar,9,IN,27,Nursery nurse,Leicester
3,4,Ryan,Green Tea Opera Torte,"Strawberry, Rose and Pistachio Meringue",Ryan Chong,7,IN,38,Photographer,Bristol
3,4,Sarah-Jane,Chocolate and Almond Truffle Torte,Hazelnut Tiramisu Layered Meringue,Sarah-Jane Willis,4,IN,28,Vicar's wife,"Bewbush, West Sussex"
3,4,Stuart,Black Forest Torte,Choca Blocka Mocha Meringue,Stuart Marston-Smith,8,OUT,26,PE teacher,"Lichfield, Staffordshire"
3,5,Brendan,Salmon Coulibiac in a Scandinavian Pastry,All American Chiffon Pie,Brendan Lynch,3,IN,63,Recruitment consultant,Sutton Coldfield
3,5,Cathryn,Full English Wellington,Chocolate and Peanut Butter Pumpkin Pie,Cathryn Dresser,1,IN,27,Shop assistant,"Pease Pottage, West Sussex"
3,5,Danny,"Chickpea, Spinach & Mushroom Wellington",Trick or Treat Pumpkin Pie,Danny Bryden,7,IN,45,Intensive care consultant,Sheffield
3,5,James,Four Pig Wellington,Sweet Potato Pie,James Morton,6,IN,21,Medical student,"Hillswick, Shetland Islands"
3,5,John,Venison and Haggis Wellington,Star-Spangled Pecan Pie,John Whaite,2,IN,22,Law student,Wigan
3,5,Manisha,Lamb Wellington with Rosemary and Mint,Banana Scotch Pie,Manisha Parmar,5,OUT,27,Nursery nurse,Leicester
3,5,Ryan,Curry Spiced Seabass Wellington,Key Lime Pie,Ryan Chong,8,STAR BAKER,38,Photographer,Bristol
3,5,Sarah-Jane,Beef Wellington with Parma Ham and Gorgonzola Cheese,Chocolate and Banana Cream Pie,Sarah-Jane Willis,4,IN,28,Vicar's wife,"Bewbush, West Sussex"
3,6,Brendan,"Rhubarb, Strawberry and Ginger Puddings
Sticky Toffee Puddings","Spinach, Cheese and Walnut Strudel",Brendan Lynch,1,STAR BAKER,63,Recruitment consultant,Sutton Coldfield
3,6,Cathryn,"Chocolate Walnut Whip Puddings
Elderflower Sponges",Roasted Vegetable Couscous and Sheep Cheese Strudel,Cathryn Dresser,3,IN,27,Shop assistant,"Pease Pottage, West Sussex"
3,6,Danny,Banoffee Puddings with Walnut Butterscotch SauceJubilee Chocolate Fondants,"Leek, Potato, Pistachio and Gruyère Strudel",Danny Bryden,2,IN,45,Intensive care consultant,Sheffield
3,6,James,Banana and Clove PuddingsClootie Dumplings,"Strawberry, Rhubarb and Ginger Strudel",James Morton,7,IN,21,Medical student,"Hillswick, Shetland Islands"
3,6,John,Spicy Toffee PuddingsRaspberry and White Chocolate Puddings,Did not complete due to injury,John Whaite,5,IN,22,Law student,Wigan
3,6,Ryan,Chocolate FondantsSticky Ginger and Date Puddings,"Apple, Sour Cherry, Raisin and Mixed Nuts Strudel",Ryan Chong,6,IN,38,Photographer,Bristol
3,6,Sarah-Jane,Sticky Toffee PuddingsGranny's Saucy Lemon Puddings,Sweet Strudel with Sour Cherries,Sarah-Jane Willis,4,IN,28,Vicar's wife,"Bewbush, West Sussex"
3,7,Brendan,Chelsea Bunskis,Black Forest Christmas Stollen,Brendan Lynch,4,IN,63,Recruitment consultant,Sutton Coldfield
3,7,Cathryn,Lady Arundel's Manchet Buns,Bonfire Night Tear 'n' Share Brioche,Cathryn Dresser,5,IN,27,Shop assistant,"Pease Pottage, West Sussex"
3,7,Danny,Bakewell Chelsea Buns,European Christmas Wreath,Danny Bryden,2,STAR BAKER,45,Intensive care consultant,Sheffield
3,7,James,Easter Chelsea Buns,Whisky Kugelhopf-Brioche Baba,James Morton,1,IN,21,Medical student,"Hillswick, Shetland Islands"
3,7,John,Cherry and Almond Saffron Buns,Marzipan Stollen,John Whaite,3,IN,22,Law student,Wigan
3,7,Ryan,Lardy Cakes,Char Siu Bao,Ryan Chong,6,OUT,38,Photographer,Bristol
3,7,Sarah-Jane,"Orange, Nutmeg and Saffron Buns",Sour Cherry and Dark Chocolate Christmas Plait,Sarah-Jane Willis,7,OUT,28,Vicar's wife,"Bewbush, West Sussex"
3,8,Brendan,Multi-Seed Savoury Crackers,Fantasy Gingerbread Bird House,Brendan Lynch,2,IN,63,Recruitment consultant,Sutton Coldfield
